data_ciclo,timestamp_ciclo_iso,macro_hash,minihash,vinculo_minihash_macrohash,lp_id,lp_nome,gtv_brl,gtv_usd_equiv_ptax_mid,spread_total_brl,lp_spread_brl_75pct,fluxus_orchestration_fee_brl,posicao_na_fila
2025-11-07,2025-11-07T13:35:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x88ce2f4453414491552fb252898e6fe8bd4cbb49f0c2abb69bdf23b0,mh0x88ce2f4453414491552fb252898e6fe8bd4cbb49f0c2abb69bdf23b0→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_009,Júlia Silva Moreira,1502.62,280.53,15.17,11.38,3.79,1
2025-11-07,2025-11-07T13:36:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xbe13f355a46053a5df38423352c3e0b6547577b043191c3ec4b7fd03,mh0xbe13f355a46053a5df38423352c3e0b6547577b043191c3ec4b7fd03→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_010,Rafael Freitas Moreira,3217.25,600.64,28.48,21.36,7.12,1
2025-11-07,2025-11-07T17:22:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xd7b076959c1588a17b3d0655616569e19f3f513edad64c616b876940,mh0xd7b076959c1588a17b3d0655616569e19f3f513edad64c616b876940→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_011,Elisa Santos Pinto,4198.79,783.88,34.18,25.63,8.55,1
2025-11-07,2025-11-07T17:23:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x464c194697317e3f6b5d3ae597c98357200a9cdcfb6903c03f02ef08,mh0x464c194697317e3f6b5d3ae597c98357200a9cdcfb6903c03f02ef08→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_012,Sandra Costa Rodrigues,1477.5,275.84,14.95,11.21,3.74,1
2025-11-07,2025-11-07T17:24:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xd002128a4cdbe381a05ea50d0ed4a0348c25ad0749b4b7d88e53c2ad,mh0xd002128a4cdbe381a05ea50d0ed4a0348c25ad0749b4b7d88e53c2ad→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_013,Mariana Santos Nascimento,2403.59,448.73,22.7,17.02,5.68,1
2025-11-07,2025-11-07T17:25:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x9a06cfdf3de1d4f6cb9f006d78aefff1b8685a25cc6e1f0c3e7a386d,mh0x9a06cfdf3de1d4f6cb9f006d78aefff1b8685a25cc6e1f0c3e7a386d→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_014,Renata Carvalho Souza,3655.34,682.42,31.2,23.4,7.8,1
2025-11-07,2025-11-07T17:26:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xc10b48a5f34d4c7e99477f892e72de1b2b459c67ac8c4ab03ad7727f,mh0xc10b48a5f34d4c7e99477f892e72de1b2b459c67ac8c4ab03ad7727f→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_015,André Correia Rocha,3306.83,617.36,29.06,21.79,7.27,1
2025-11-07,2025-11-07T17:27:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xef42c07ee59bff3351a67cd202e183a349fd583d684a08f6e2b0b889,mh0xef42c07ee59bff3351a67cd202e183a349fd583d684a08f6e2b0b889→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_016,Daniel Carvalho Santos,1856.95,346.68,18.27,13.7,4.57,1
2025-11-07,2025-11-07T17:28:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xdc505c24e705f5a64bb2f5196d13b8bdec0d5f333097739c7e5813aa,mh0xdc505c24e705f5a64bb2f5196d13b8bdec0d5f333097739c7e5813aa→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_017,Paulo Silva Teixeira,3538.07,660.53,30.5,22.88,7.62,1
2025-11-07,2025-11-07T17:29:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x758a5051c3b4076943d52f08818590f1c1f5016e232ea61487f2d8cc,mh0x758a5051c3b4076943d52f08818590f1c1f5016e232ea61487f2d8cc→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_018,Carla Martins Santos,2322.81,433.65,22.07,16.55,5.52,1
2025-11-07,2025-11-07T17:30:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x600f1c789f870f7497f92996a86420d41eeea5da398bbdad6db7433d,mh0x600f1c789f870f7497f92996a86420d41eeea5da398bbdad6db7433d→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_019,Thiago Melo Araújo,2998.02,559.71,27.02,20.27,6.75,1
2025-11-07,2025-11-07T17:31:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x79493b81c4a3a7456acb74325cb2859f707f5bba55d6f399e97dc7eb,mh0x79493b81c4a3a7456acb74325cb2859f707f5bba55d6f399e97dc7eb→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_020,Paula Duarte Pereira,3584.68,669.23,30.78,23.09,7.69,1
2025-11-07,2025-11-07T17:32:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x0940228ca496f0cb08a8844214c0f13f734c538652f549b7ee0e602f,mh0x0940228ca496f0cb08a8844214c0f13f734c538652f549b7ee0e602f→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_021,Bruno Barbosa Monteiro,1249.42,233.26,12.85,9.64,3.21,1
2025-11-07,2025-11-07T17:33:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x979e6b29c3e3961e68396bf2a1b3d25ce7ec29e09f4f95bdf87669d9,mh0x979e6b29c3e3961e68396bf2a1b3d25ce7ec29e09f4f95bdf87669d9→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_022,Marcelo Alves Monteiro,4297.56,802.32,34.68,26.01,8.67,1
2025-11-07,2025-11-07T17:34:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x9f06d0053268f9416305aa731e1b4fe708fdf0f1d06226a3376fd09f,mh0x9f06d0053268f9416305aa731e1b4fe708fdf0f1d06226a3376fd09f→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_023,Eduardo Duarte Lima,3140.05,586.22,27.98,20.98,7.0,1
2025-11-07,2025-11-07T17:35:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0xd30b44126ff0dda0c5dbf022df95b142d5341b8794a1efe8320c51de,mh0xd30b44126ff0dda0c5dbf022df95b142d5341b8794a1efe8320c51de→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_024,Helena Pinto Cardoso,1562.83,291.77,15.71,11.78,3.93,1
2025-11-07,2025-11-07T17:36:41-03:00,MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,mh0x586b3cb3f058ee29d965835a4863a10c06708cb203a8891caebcc7fe,mh0x586b3cb3f058ee29d965835a4863a10c06708cb203a8891caebcc7fe→MH0x5743501546c36fb36c84dede8a5e03631e0e654e6f71bf1549b23767,LP_025,Rafael Rocha Lima,2835.19,529.31,25.89,19.42,6.47,1
2025-11-10,2025-11-10T09:22:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x5d08e3b6e40dc352f1c27550b0e7f0b320d59b64bdd526ddc09fcc1a,mh0x5d08e3b6e40dc352f1c27550b0e7f0b320d59b64bdd526ddc09fcc1a→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_026,Mariana Freitas Souza,1546.11,290.74,15.55,11.66,3.89,1
2025-11-10,2025-11-10T09:23:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x0efbe988bff5e679ff267bccf7ec50b8c1469bc3c48da313f87a3305,mh0x0efbe988bff5e679ff267bccf7ec50b8c1469bc3c48da313f87a3305→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_027,José Dias Alves,2627.64,494.12,24.35,18.26,6.09,1
2025-11-10,2025-11-10T09:24:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xfafee5d154af9134805153c47b8c607a787b60f55fac756ab0f16af3,mh0xfafee5d154af9134805153c47b8c607a787b60f55fac756ab0f16af3→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_028,Bianca Melo Araújo,1726.34,324.63,17.14,12.86,4.28,1
2025-11-10,2025-11-10T09:25:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x030d29ac73cf4740296eeaa26fda0ed8b020422867621b71a0a9be51,mh0x030d29ac73cf4740296eeaa26fda0ed8b020422867621b71a0a9be51→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_029,Rafael Correia Pereira,2040.5,383.71,19.79,14.84,4.95,1
2025-11-10,2025-11-10T09:26:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x330067a8cbbc14ec3d90071d6039e04ef914bf7d3e28dffc53966aea,mh0x330067a8cbbc14ec3d90071d6039e04ef914bf7d3e28dffc53966aea→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_030,Eduardo Moreira Freitas,1365.82,256.84,13.92,10.44,3.48,1
2025-11-10,2025-11-10T09:27:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xe390707fec54639008fe4b6dade70bb3e50e8dcd814a2791d582ff84,mh0xe390707fec54639008fe4b6dade70bb3e50e8dcd814a2791d582ff84→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_031,Rafael Correia Teixeira,6414.57,1206.25,46.4,34.8,11.6,1
2025-11-10,2025-11-10T09:28:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x2bd24888753a3218aba6b7758e7c5d15c3e63777c93f9c4097cefdda,mh0x2bd24888753a3218aba6b7758e7c5d15c3e63777c93f9c4097cefdda→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_032,Henrique Rodrigues Freitas,2244.72,422.11,21.43,16.07,5.36,1
2025-11-10,2025-11-10T09:29:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xc2340fa69900b6a9b6348fc08473b982cda0e6fa906b78e9a3a3c5b9,mh0xc2340fa69900b6a9b6348fc08473b982cda0e6fa906b78e9a3a3c5b9→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_033,Pedro Dias Souza,1758.01,330.59,17.41,13.06,4.35,1
2025-11-10,2025-11-10T09:30:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x4d7cb39f0bdc35e9b2a8e71d02b8888ccda1ad334f51382483a4051d,mh0x4d7cb39f0bdc35e9b2a8e71d02b8888ccda1ad334f51382483a4051d→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_034,Gabriel Oliveira Carvalho,3502.52,658.64,30.22,22.66,7.56,1
2025-11-10,2025-11-10T09:31:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x6d90a1644c5119f75ee3f7343069aa1058651266dcb3bf9232568ecb,mh0x6d90a1644c5119f75ee3f7343069aa1058651266dcb3bf9232568ecb→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_035,Vanessa Dias Souza,4915.12,924.28,37.33,28.0,9.33,1
2025-11-10,2025-11-10T09:32:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xd1428033ad0920891ae7826cf2ea615e346e62d456616eca3ed69634,mh0xd1428033ad0920891ae7826cf2ea615e346e62d456616eca3ed69634→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_036,Thiago Duarte Araújo,4816.1,905.66,36.92,27.69,9.23,1
2025-11-10,2025-11-10T09:33:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xbfddad120d33a02966e0a7c0aa414dc7b10b887ff4160422da2e8d98,mh0xbfddad120d33a02966e0a7c0aa414dc7b10b887ff4160422da2e8d98→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_038,Bruno Gomes Ferreira,8242.41,1549.97,58.7,44.03,14.67,2
2025-11-10,2025-11-10T09:34:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x822fe09d2e2604c20d4c6f33fa643b6d4a422ff481519ab0d55c3517,mh0x822fe09d2e2604c20d4c6f33fa643b6d4a422ff481519ab0d55c3517→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_039,Fernanda Cavalcanti Ramos,2069.95,389.25,20.03,15.02,5.01,1
2025-11-10,2025-11-10T09:35:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x64dd638ae77015e323223566274382e10d92810764d7a1ea5f654d8a,mh0x64dd638ae77015e323223566274382e10d92810764d7a1ea5f654d8a→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_040,Natália Santos Oliveira,3307.08,621.89,29.0,21.75,7.25,1
2025-11-10,2025-11-10T09:36:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x423ac673e99c292947c0d3a77fda9744e64d3623be75badd32df5e7f,mh0x423ac673e99c292947c0d3a77fda9744e64d3623be75badd32df5e7f→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_041,Otávio Lima Oliveira,3161.73,594.56,28.07,21.05,7.02,1
2025-11-10,2025-11-10T13:22:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x7aa0f15a60d209be4a5d1c84c9f3fa8aca89b90c7832a42182f69465,mh0x7aa0f15a60d209be4a5d1c84c9f3fa8aca89b90c7832a42182f69465→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_042,Maria Barbosa Cavalcanti,2562.53,481.88,23.87,17.9,5.97,1
2025-11-10,2025-11-10T13:23:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xb9ff17547eb67d7b7b5f0d0efbad2463fd6986ae8e5cc795983df5a7,mh0xb9ff17547eb67d7b7b5f0d0efbad2463fd6986ae8e5cc795983df5a7→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_043,Bruno Costa Martins,4002.75,752.71,33.07,24.8,8.27,1
2025-11-10,2025-11-10T13:24:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xe142b5497d63043fde30f9aeb0fde5463f576cfd9696b3cd1002f21b,mh0xe142b5497d63043fde30f9aeb0fde5463f576cfd9696b3cd1002f21b→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_044,Vanessa Barbosa Santos,1066.37,200.53,11.1,8.32,2.78,1
2025-11-10,2025-11-10T13:25:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x2b9bbaec623bf0add6ba111ecc4ef7ca0a78df3dce58f9d3ff432fbe,mh0x2b9bbaec623bf0add6ba111ecc4ef7ca0a78df3dce58f9d3ff432fbe→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_045,Vinícius Silva Carvalho,4460.51,838.79,35.36,26.52,8.84,1
2025-11-10,2025-11-10T13:26:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x10f45f9b8bcb6e87c37b3a60e3a2500f604eee51fe60e002556955da,mh0x10f45f9b8bcb6e87c37b3a60e3a2500f604eee51fe60e002556955da→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_046,Carlos Teixeira Dias,1297.88,244.06,13.29,9.97,3.32,1
2025-11-10,2025-11-10T13:27:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xc80c8f3a281c76d46f3173c14668590e02ab1059b633acc7263501fd,mh0xc80c8f3a281c76d46f3173c14668590e02ab1059b633acc7263501fd→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_047,Juliana Cavalcanti Melo,1761.4,331.23,17.44,13.08,4.36,1
2025-11-10,2025-11-10T13:28:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x8dcdbe0df9c5f160728723b66187fd1e8ec3b030bccb61abac3e7497,mh0x8dcdbe0df9c5f160728723b66187fd1e8ec3b030bccb61abac3e7497→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_048,Patrícia Barbosa Gomes,3058.66,575.17,27.38,20.54,6.84,1
2025-11-10,2025-11-10T13:29:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x1dc09fb8c7c8768490b30e6d4203930d0fa53b5e9ac8e1cdf40a740d,mh0x1dc09fb8c7c8768490b30e6d4203930d0fa53b5e9ac8e1cdf40a740d→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_049,Gabriela Ferreira Costa,7932.36,1491.66,56.64,42.48,14.16,1
2025-11-10,2025-11-10T13:30:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x79a1000ba333ae5e6a827610905bfc929085f1d83a117b605f965c8c,mh0x79a1000ba333ae5e6a827610905bfc929085f1d83a117b605f965c8c→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_050,Henrique Cavalcanti Correia,1675.08,314.99,16.69,12.52,4.17,1
2025-11-10,2025-11-10T13:31:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x08d2389fddb436e7f88fb302acbd315ba21b1515f99e95aeb99735d1,mh0x08d2389fddb436e7f88fb302acbd315ba21b1515f99e95aeb99735d1→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_051,Gabriel Carvalho Oliveira,3517.42,661.44,30.31,22.73,7.58,1
2025-11-10,2025-11-10T13:32:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xa63f8b74966ebf72c409df9452999863516efcf877cc9d5e76e5eb5d,mh0xa63f8b74966ebf72c409df9452999863516efcf877cc9d5e76e5eb5d→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_052,Helena Gomes Souza,3488.84,656.07,30.13,22.6,7.53,1
2025-11-10,2025-11-10T13:33:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x506478d73156ac0ea3e65349fae75875ac8d73e8eb89b3a5cac78394,mh0x506478d73156ac0ea3e65349fae75875ac8d73e8eb89b3a5cac78394→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_053,Rafael Lima Gomes,4888.49,919.27,37.22,27.91,9.31,1
2025-11-10,2025-11-10T13:34:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x92ab0bee1a645a110acb5c0d45e005b37f9d5c9ac159d8f25015f853,mh0x92ab0bee1a645a110acb5c0d45e005b37f9d5c9ac159d8f25015f853→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_054,Henrique Ramos Oliveira,2292.96,431.19,21.81,16.36,5.45,1
2025-11-10,2025-11-10T13:35:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x0bd820e43721eb3bfb9431f5ecb9a68ab955de575e94805f7a6d2995,mh0x0bd820e43721eb3bfb9431f5ecb9a68ab955de575e94805f7a6d2995→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_055,João Duarte Rodrigues,3365.15,632.81,29.37,22.03,7.34,1
2025-11-10,2025-11-10T13:36:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x18fdece2e7060f317e3e0dc12a597e352a6369bd1c6498ef7cd61d4d,mh0x18fdece2e7060f317e3e0dc12a597e352a6369bd1c6498ef7cd61d4d→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_056,Bianca Rodrigues Pereira,4286.3,806.03,34.52,25.89,8.63,1
2025-11-10,2025-11-10T17:22:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x1308404c3fe5e28bf0d207cfee6bd05cdffc61ec51274d6c0c5e4b75,mh0x1308404c3fe5e28bf0d207cfee6bd05cdffc61ec51274d6c0c5e4b75→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_057,Leonardo Costa Rodrigues,1675.27,315.03,16.69,12.52,4.17,1
2025-11-10,2025-11-10T17:23:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x6bb6ae955e5bc9c2fabfdd168c38b05bdd4a7a695c3fdf5ff07fa39e,mh0x6bb6ae955e5bc9c2fabfdd168c38b05bdd4a7a695c3fdf5ff07fa39e→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_058,Sandra Rocha Araújo,2494.4,469.07,23.36,17.52,5.84,1
2025-11-10,2025-11-10T17:24:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xe3d6309e2974b9ac698eb80b98c4c0a5b94509d34255723f0d4f8049,mh0xe3d6309e2974b9ac698eb80b98c4c0a5b94509d34255723f0d4f8049→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_059,Isabela Dias Pereira,4884.42,918.5,37.2,27.9,9.3,1
2025-11-10,2025-11-10T17:25:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x142effa2db07e38ecc3cb601c4c49a8e8338b432c50f03f367d46f1c,mh0x142effa2db07e38ecc3cb601c4c49a8e8338b432c50f03f367d46f1c→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_060,Daniela Lima Duarte,4794.24,901.55,36.83,27.62,9.21,1
2025-11-10,2025-11-10T17:26:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x11d69de97ced588a51ac86dc2609fb685fb2561f1c2857069ad2b903,mh0x11d69de97ced588a51ac86dc2609fb685fb2561f1c2857069ad2b903→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_061,Beatriz Martins Gomes,1645.93,309.51,16.44,12.33,4.11,1
2025-11-10,2025-11-10T17:27:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0x0bce135925385f3159bd195d2d389295cf67754154c6d9b569f6ae26,mh0x0bce135925385f3159bd195d2d389295cf67754154c6d9b569f6ae26→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_062,Fabiana Monteiro Ramos,2761.07,519.21,25.32,18.99,6.33,1
2025-11-10,2025-11-10T17:28:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xa9b2cd1e309b1a841f5d902d992a0e436494380fc416fc4a0aa7a8f6,mh0xa9b2cd1e309b1a841f5d902d992a0e436494380fc416fc4a0aa7a8f6→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_063,Elisa Rodrigues Freitas,2209.5,415.49,21.15,15.86,5.29,1
2025-11-10,2025-11-10T17:29:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xabfd3d482f58e1afa85dec9cad6db060567435bed9d4cfd0509f01c8,mh0xabfd3d482f58e1afa85dec9cad6db060567435bed9d4cfd0509f01c8→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_064,Fernanda Moreira Gomes,3212.0,604.01,28.39,21.29,7.1,1
2025-11-10,2025-11-10T17:30:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xd24f60a5a0ca4dc176697c25cdf8159a3022f0a1fdb303697becd341,mh0xd24f60a5a0ca4dc176697c25cdf8159a3022f0a1fdb303697becd341→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_065,Helena Duarte Silva,2687.42,505.36,24.79,18.59,6.2,1
2025-11-10,2025-11-10T17:31:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xbc71c3857aed11efef3d59472caa7e9e684ff7f086550f3271278fca,mh0xbc71c3857aed11efef3d59472caa7e9e684ff7f086550f3271278fca→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_066,Xavier Costa Nascimento,2621.95,493.05,24.31,18.23,6.08,1
2025-11-10,2025-11-10T17:32:41-03:00,MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,mh0xfa3f59a95c2193516a9b6324bb3222bfd345245ae98f3115623195c4,mh0xfa3f59a95c2193516a9b6324bb3222bfd345245ae98f3115623195c4→MH0xaa7669b254a5fda9176f0fdcb66fcf5924a4cfc62ad85da75b58df7d,LP_067,José Moreira Pinto,1714.9,322.48,17.04,12.78,4.26,1
